SO High Wins,SO High Win Percentage,SO Average Elo Diff High Win,SO Low Wins,SO Low Win Percentage,SO Average Elo Diff Low Win,GM High Wins,GM High Win Percentage,GM Average Elo Diff High Win,GM Low Wins,GM Low Win Percentage,GM Average Elo Diff Low Win,GM Draws,GM Draw Percentage,GM Average Elo Diff Draw
297.0,0.5439560439560439,115.42526228552184,249.0,0.45604395604395603,104.10241182730927,24425.0,0.5504721552365284,207.87219769065302,9702.0,0.21865632958463863,114.3820873111008,10244.0,0.23087151517883303,142.21861219622218
